429.55 0.6182
435.94 1.1351
439.77 1.6523
442.33 2.227
444.9 2.8018
447.46 3.319
451.29 3.8937
453.85 4.4684
455.14 5.0433
457.7 5.6181
460.26 6.1928
464.11 7.4
466.68 7.9747
467.96 8.5496
470.52 9.1243
471.81 9.6417
474.37 10.2165
475.66 10.7913
478.22 11.3661
480.78 11.9409
485.89 12.4579
494.82 12.9171
503.75 12.8588
508.84 12.3408
510.1 11.7657
512.64 11.1905
515.18 10.6153
516.44 10.0402
518.98 9.5224
521.52 8.9472
525.33 8.3719
531.7 7.8538
535.51 7.336
539.33 6.8182
544.42 6.2427
548.23 5.7249
553.32 5.2069
558.41 4.6315
564.77 4.1134
569.86 3.5954
574.95 3.0775
582.59 2.6168
590.24 2.1561
596.6 1.6956
